bowler_canonical_id,bowler_canonical_name,spells,overs_bowled,legal_balls,runs_conceded,wickets,economy_overall,strike_rate_balls_per_wicket,spell_economy_p10,spell_economy_p50,spell_economy_p90,two_plus_wicket_spell_rate,dot_ball_pct,qualified,expensive_over_rate,last_active_season,is_recently_active
1ee08e9a,JA Richardson,259,255.17,1531,1995,98,7.818,15.62,2.0,7.0,13.0,0.0463,45.2,True,0.2008,2025,True
86b4bf88,MJ Swepson,252,250.33,1502,1929,59,7.706,25.46,3.0,7.0,14.0,0.0159,30.29,True,0.1746,2025,True
c05edf8e,Harpreet Brar,251,249.83,1499,1858,73,7.437,20.53,2.0,7.0,14.0,0.0398,37.63,True,0.1753,2026,True
dcf81436,S Kaul,251,248.67,1492,2083,87,8.377,17.15,2.0,8.0,15.0,0.0478,38.14,True,0.2191,2023,False
65b6943c,L Wood,268,247.33,1484,2251,74,9.101,20.05,3.6,8.4,15.6,0.0261,40.36,True,0.1912,2026,True
a90e53ec,MW Short,253,247.17,1483,1899,71,7.683,20.89,3.0,7.0,13.84,0.0277,35.0,True,0.1529,2026,True
e9c7f0d0,Fazalhaq Farooqi,247,244.33,1466,2016,87,8.251,16.85,3.0,7.0,15.0,0.0526,42.16,True,0.2183,2025,True
a2421394,AC Agar,243,243.0,1458,1818,54,7.481,27.0,3.0,7.0,13.0,0.0082,33.54,True,0.1481,2025,True
dbe50b21,HH Pandya,244,242.33,1454,2265,76,9.347,19.13,3.0,9.0,17.0,0.0246,37.0,True,0.291,2026,True
aa8d28ae,D Wiese,250,242.17,1453,2207,80,9.114,18.16,2.4,9.0,16.82,0.04,34.27,True,0.252,2025,True
3feda4fa,RL Chase,242,241.5,1449,1690,73,6.998,19.85,2.0,6.5,12.0,0.0207,43.0,True,0.1157,2026,True
56ab442f,NM Coulter-Nile,240,239.83,1439,1790,75,7.464,19.19,3.0,6.5,14.0,0.0167,39.61,True,0.1701,2023,False
a61bcb94,K Pierre,240,237.67,1426,1653,68,6.955,20.97,2.0,6.0,12.1,0.0292,46.28,True,0.1333,2026,True
a03bba42,T Shamsi,238,237.5,1425,1822,78,7.672,18.27,3.0,6.5,14.0,0.063,34.67,True,0.1714,2025,True
8d5d991e,Qais Ahmad,240,237.0,1422,1857,75,7.835,18.96,2.4,7.0,14.4,0.0292,34.46,True,0.1852,2025,True
f834dcfc,L Ngidi,236,233.5,1401,2008,77,8.6,18.19,2.0,8.0,15.0,0.0424,41.97,True,0.2585,2026,True
3540beff,SNJ O'Keefe,232,232.0,1392,1531,79,6.599,17.62,3.0,6.0,12.0,0.0474,36.35,True,0.1293,2023,False
75224f22,KMA Paul,236,230.83,1385,2193,73,9.5,18.97,3.0,9.0,17.0,0.0466,36.03,True,0.3008,2026,True
4a461c24,LA Dawson,241,230.33,1382,1802,73,7.823,18.93,2.4,7.2,15.0,0.0166,34.73,True,0.1274,2026,True
e342e5fb,CR Brathwaite,237,229.0,1374,1933,73,8.441,18.82,3.0,7.2,15.0,0.0253,37.05,True,0.2278,2023,False
a757b0d8,KA Pollard,234,227.67,1366,1982,68,8.706,20.09,4.0,8.0,15.0,0.0342,28.26,True,0.2009,2026,True
f19ccfad,Washington Sundar,228,226.67,1360,1683,41,7.425,33.17,2.0,6.5,14.0,0.0088,35.88,True,0.1754,2026,True
a9fd84fb,M Markande,228,226.33,1358,1894,67,8.368,20.27,3.0,7.0,15.0,0.0088,32.62,True,0.2456,2026,True
cc1e8c68,UT Yadav,228,226.33,1358,1898,61,8.386,22.26,2.0,8.0,15.0,0.0351,44.62,True,0.2588,2024,False
e4a0deae,MJ Santner,235,226.0,1356,1690,59,7.478,22.98,2.0,7.0,14.0,0.0213,38.05,True,0.1494,2026,True
38c276e1,N McAndrew,228,223.83,1343,2020,68,9.025,19.75,4.0,8.5,15.3,0.0351,37.83,True,0.25,2025,True
402f8494,RJ Gleeson,236,221.5,1329,1995,82,9.007,16.21,3.0,8.4,15.3,0.0297,39.05,True,0.2333,2026,True
51a60c16,CJ Boyce,222,220.0,1320,1552,65,7.055,20.31,3.0,6.0,12.0,0.0225,29.77,True,0.1216,2025,True
15de1f5d,WA Agar,219,217.83,1307,1965,87,9.021,15.02,3.0,8.0,15.68,0.0639,39.48,True,0.3151,2025,True
7a8bd078,S Gopal,218,217.33,1304,1661,78,7.643,16.72,2.0,7.0,14.0,0.0459,35.51,True,0.1835,2024,False
59559bc2,J Overton,226,216.5,1299,1908,80,8.813,16.24,3.0,8.2,16.8,0.0354,37.11,True,0.214,2026,True
e2db2409,M Ashwin,217,215.67,1294,1588,58,7.363,22.31,3.0,7.0,13.0,0.0184,36.86,True,0.1475,2023,False
03806cf8,JR Hazlewood,216,214.0,1284,1802,77,8.421,16.68,2.0,7.0,15.5,0.037,44.24,True,0.2639,2026,True
83c3e8e3,SH Johnson,216,211.83,1271,1721,66,8.124,19.26,2.0,8.0,15.0,0.0278,48.39,True,0.2227,2026,True
0164b064,MG Neser,211,208.5,1251,1734,73,8.317,17.14,3.0,8.0,13.0,0.0474,39.25,True,0.1848,2025,True
f9e6e7ef,Shahbaz Ahmed,210,208.17,1249,1720,54,8.263,23.13,3.0,7.0,15.0,0.019,32.51,True,0.2286,2026,True
245c97cb,TS Mills,232,207.33,1244,1778,83,8.576,14.99,2.46,8.0,14.94,0.0259,39.55,True,0.176,2026,True
1b04e02b,TS Rogers,209,206.67,1240,1727,74,8.356,16.76,3.0,8.0,15.0,0.0478,40.08,True,0.2536,2024,False
52c952d9,T Sangha,207,204.67,1228,1557,70,7.607,17.54,3.0,7.0,13.0,0.0483,32.0,True,0.1531,2026,True
7b953689,MP Kuhnemann,204,203.83,1223,1557,53,7.639,23.08,3.0,7.0,12.0,0.0098,28.05,True,0.1324,2025,True
7dc35884,Shakib Al Hasan,204,202.33,1214,1586,45,7.839,26.98,3.0,7.0,14.0,0.0147,33.69,True,0.1961,2026,True
c7a995d3,R Sai Kishore,204,202.0,1212,1342,74,6.644,16.38,2.0,6.0,13.0,0.0392,42.24,True,0.1471,2026,True
7210d461,Yash Dayal,203,201.17,1207,1789,57,8.893,21.18,3.0,8.0,16.0,0.0197,39.35,True,0.2808,2025,True
a1d053dd,SS Cottrell,203,200.83,1205,1632,60,8.126,20.08,2.0,7.0,15.0,0.0148,47.97,True,0.2512,2023,False
8db7f47f,RJW Topley,210,199.33,1196,1817,68,9.115,17.59,2.4,9.0,16.53,0.0429,41.56,True,0.2477,2026,True
7c3b3b78,VG Arora,200,199.0,1194,1786,66,8.975,18.09,2.0,8.5,16.0,0.035,41.54,True,0.3,2026,True
97bdec3d,G Motie,201,198.33,1190,1505,73,7.588,16.3,2.0,6.0,15.0,0.0448,40.0,True,0.1741,2026,True
786b7fe8,Zahir Khan,196,195.17,1171,1488,53,7.624,22.09,3.0,7.0,13.5,0.0255,36.98,True,0.1531,2024,False
6b19d823,A Mishra,194,194.0,1164,1457,56,7.51,20.79,3.0,7.0,13.7,0.0206,32.3,True,0.1598,2024,False
13c35c9e,TG Southee,203,193.83,1163,1735,57,8.951,20.4,3.0,8.4,15.6,0.0246,37.92,True,0.2585,2025,True
0a8fce53,Mustafizur Rahman,196,192.5,1155,1627,63,8.452,18.33,3.0,8.0,15.0,0.0459,38.27,True,0.2245,2025,True
5bb1a1c4,I Sharma,194,192.5,1155,1565,58,8.13,19.91,3.0,8.0,14.7,0.0052,43.64,True,0.2268,2025,True
759ac88f,MM Sharma,193,190.83,1145,1792,58,9.39,19.74,3.0,9.0,16.0,0.0363,31.88,True,0.3057,2025,True
64839cb3,M Pathirana,193,189.33,1136,1672,67,8.831,16.96,3.0,8.0,15.0,0.0363,36.09,True,0.2591,2026,True
6f95e5fa,P Hatzoglou,188,185.83,1115,1454,46,7.824,24.24,3.0,7.6,13.0,0.0106,34.35,True,0.1755,2024,False
bc2d4f2e,W Sutherland,188,185.5,1113,1643,43,8.857,25.88,3.0,8.0,16.0,0.0266,36.48,True,0.2872,2025,True
2a2e6343,DT Christian,187,184.83,1109,1532,55,8.289,20.16,3.0,7.0,14.4,0.0588,30.03,True,0.1979,2024,False
465aa633,N Burger,183,182.33,1094,1638,54,8.984,20.26,3.0,9.0,15.0,0.0219,41.96,True,0.3115,2026,True
21d4e29b,NA Saini,180,179.67,1078,1487,36,8.276,29.94,2.9,8.0,14.1,0.0167,43.78,True,0.2111,2026,True
2cffab74,Mukesh Kumar,181,179.33,1076,1775,55,9.898,19.56,4.0,9.0,16.0,0.0497,36.52,True,0.326,2026,True
2e11c706,BCJ Cutting,180,178.67,1072,1593,47,8.916,22.81,4.0,8.5,15.0,0.0056,26.12,True,0.2333,2022,False
4b31f3a3,Yash Thakur,182,178.17,1069,1485,75,8.335,14.25,2.0,8.0,15.9,0.0495,40.22,True,0.2253,2026,True
119678fd,KV Sharma,180,178.0,1068,1508,53,8.472,20.15,3.0,8.0,15.0,0.0333,31.55,True,0.2333,2025,True
39a2dfa8,R Tewatia,177,175.0,1050,1371,39,7.834,26.92,3.0,7.0,13.0,0.0339,31.62,True,0.1751,2023,False
9a2fc964,BC Fortuin,175,174.5,1047,1184,39,6.785,26.85,2.4,6.0,12.0,0.0286,38.97,True,0.12,2025,True
0b60eb09,KA Maharaj,174,174.0,1044,1273,49,7.316,21.31,2.3,6.0,13.0,0.0057,35.92,True,0.1667,2025,True
fb66ce1f,CH Morris,174,172.83,1037,1461,64,8.453,16.2,3.0,8.0,14.0,0.0517,39.25,True,0.2184,2021,False
90de905a,K Gowtham,171,171.0,1026,1321,43,7.725,23.86,3.0,7.0,14.0,0.0175,37.23,True,0.1696,2024,False
23cca426,OF Smith,174,170.67,1024,1738,61,10.184,16.79,3.0,9.0,18.7,0.0632,38.77,True,0.3391,2026,True
b52ffbbd,FA Allen,170,169.83,1019,1386,47,8.161,21.68,3.0,7.0,14.0,0.0353,37.68,True,0.2235,2026,True
50c6bc2b,LS Livingstone,172,169.17,1015,1528,50,9.033,20.3,3.6,9.0,15.0,0.0233,28.87,True,0.2174,2026,True
2669d6b7,Mohsin Khan,168,168.0,1008,1289,59,7.673,17.08,2.0,7.0,15.0,0.0298,44.74,True,0.2143,2026,True
616a8149,L Pope,168,168.0,1008,1397,63,8.315,16.0,3.0,8.0,14.0,0.0536,31.35,True,0.2024,2026,True
6834d1f2,B Stanlake,166,165.83,995,1445,44,8.714,22.61,4.0,8.0,14.7,0.0181,39.7,True,0.247,2025,True
2cdce1be,C Sakariya,165,163.67,982,1263,60,7.717,16.37,2.0,8.0,13.6,0.0364,40.63,True,0.1636,2025,True
f787e0eb,J Edwards,165,163.5,981,1382,58,8.453,16.91,2.4,8.0,15.0,0.0303,41.28,True,0.2788,2026,True
73c18486,KR Mayers,164,163.17,979,1347,39,8.255,25.1,2.0,8.0,15.7,0.0305,44.94,True,0.2439,2026,True
e5437608,GF Linde,163,160.33,962,1215,40,7.578,24.05,3.0,7.0,14.0,0.0307,38.67,True,0.1646,2026,True
f422728b,H Kerr,161,160.17,961,1352,58,8.441,16.57,4.0,8.0,15.0,0.0186,31.01,True,0.2174,2025,True
c8a3f688,SN Netravalkar,161,159.67,958,1344,61,8.418,15.7,2.0,7.0,17.0,0.0497,39.77,True,0.236,2026,True
1558d83b,GS Sandhu,161,159.67,958,1363,63,8.537,15.21,3.0,8.0,16.0,0.0435,38.83,True,0.2484,2025,True
bc773eeb,JM Bird,159,159.0,954,1142,52,7.182,18.35,2.8,7.0,13.0,0.0252,43.82,True,0.1824,2024,False
34b332d3,DC Drakes,162,158.83,953,1527,43,9.614,22.16,3.0,9.5,18.0,0.0247,36.83,True,0.3272,2026,True
903560ed,MT Steketee,162,158.83,953,1459,67,9.186,14.22,3.1,9.0,16.0,0.0556,40.4,True,0.3148,2024,False
b2a79f17,B Laughlin,161,158.5,951,1401,43,8.839,22.12,3.0,8.0,15.0,0.0186,31.65,True,0.2547,2020,False
9440ef41,Suyash Sharma,158,157.5,945,1347,41,8.552,23.05,3.0,8.0,14.3,0.0443,34.5,True,0.2532,2026,True
be69e09d,BL Couch,157,155.83,935,1409,46,9.042,20.33,3.0,9.0,15.0,0.0191,34.65,True,0.3057,2026,True
6b9eb501,OEG Baartman,155,152.0,912,1232,83,8.105,10.99,2.0,8.0,14.0,0.0903,42.87,True,0.2,2026,True
d405c0d5,AM Hardie,152,148.83,893,1294,45,8.694,19.84,4.0,8.0,15.0,0.0329,33.37,True,0.2566,2026,True
486065b3,Hassan Khan,150,146.17,877,1228,37,8.401,23.7,3.0,7.0,16.0,0.0333,33.98,True,0.22,2026,True
0bec3a6c,BAC Howell,151,144.33,866,1118,46,7.746,18.83,2.4,7.2,13.2,0.0331,29.45,True,0.1071,2026,True
04a418e8,R Parag,145,143.83,863,1114,32,7.745,26.97,3.0,7.0,14.0,0.0138,32.21,True,0.1586,2026,True
d2a989fc,DS Kulkarni,146,143.67,862,1212,29,8.436,29.72,2.0,8.0,14.0,0.0068,43.04,True,0.2397,2023,False
c6097d68,O Thomas,143,142.5,855,1335,53,9.368,16.13,2.0,8.0,17.0,0.0559,47.25,True,0.3077,2025,True
172dff15,C Bosch,144,142.0,852,1278,60,9.0,14.2,3.0,8.0,16.0,0.0347,39.55,True,0.3264,2026,True
ad427b5c,Lalit Yadav,142,141.17,847,1041,31,7.374,27.32,3.0,6.0,13.45,0.0282,33.77,True,0.1408,2024,False
4c5d73db,CR Woakes,148,139.83,839,1157,45,8.274,18.64,2.28,8.0,15.0,0.0135,43.74,True,0.2027,2026,True
1a156c88,DJM Short,140,139.67,838,1183,36,8.47,23.28,3.0,8.0,15.0,0.0214,28.28,True,0.2128,2024,False
5d2eea49,Kartik Tyagi,142,139.5,837,1362,36,9.763,23.25,3.0,10.0,16.0,0.0141,39.43,True,0.338,2026,True
06c2de82,L Gregory,156,136.17,817,1253,37,9.202,22.08,3.6,8.4,18.0,0.0128,28.76,True,0.2038,2026,True
c38d3503,Shivam Mavi,137,136.0,816,1185,38,8.713,21.47,2.0,8.0,15.0,0.0146,40.44,True,0.2701,2024,False
28d6c44d,E Bosch,137,136.0,816,1150,42,8.456,19.43,3.0,7.0,16.0,0.0438,44.24,True,0.2628,2025,True
4125d931,J Suchith,135,135.0,810,985,33,7.296,24.55,3.0,6.0,13.0,0.0296,34.32,True,0.1704,2022,False
0ecb4de6,Rehan Ahmed,139,134.83,809,1118,42,8.292,19.26,3.6,7.8,15.0,0.0288,30.16,True,0.1688,2026,True
57590dbb,PI Walter,144,134.67,808,1209,50,8.978,16.16,3.72,8.4,15.6,0.0278,28.71,True,0.22,2026,True
9219eff0,JDS Neesham,137,133.67,802,1237,52,9.254,15.42,3.0,8.0,17.4,0.0584,34.41,True,0.2609,2025,True
e9987a94,C Overton,147,133.5,801,986,48,7.386,16.69,2.24,6.0,14.4,0.034,47.57,True,0.1226,2026,True
898e628d,B Doggett,135,133.33,800,1118,37,8.385,21.62,3.0,8.0,15.0,0.037,39.5,True,0.1852,2025,True
88209c84,JK Lalor,133,133.0,798,1147,44,8.624,18.14,4.0,8.0,14.0,0.0226,39.97,True,0.203,2021,False
78cb83f3,KOK Williams,133,131.33,788,1131,51,8.612,15.45,3.0,8.0,16.0,0.0526,38.83,True,0.2632,2022,False
a316d663,GC Viljoen,133,130.5,783,1190,50,9.119,15.66,3.0,9.0,15.8,0.015,39.85,True,0.2857,2026,True
d167edd3,SM Boland,132,130.33,782,1097,42,8.417,18.62,2.1,8.0,15.0,0.0303,39.51,True,0.2424,2023,False
2a72fd4f,Harmeet Singh,132,130.33,782,992,38,7.611,20.58,2.1,7.0,13.9,0.0076,35.55,True,0.1667,2026,True
ee0c05c0,NA Sowter,143,129.17,775,1091,44,8.446,17.61,2.52,8.0,14.88,0.035,32.65,True,0.1554,2026,True
e4cdf230,AS Roy,128,126.67,760,981,28,7.745,27.14,3.0,7.0,14.0,0.0156,35.39,True,0.1719,2026,True
f1c61793,JD Wildermuth,127,126.33,758,1049,32,8.303,23.69,3.0,7.0,15.0,0.0157,36.54,True,0.2441,2025,True
3f659464,OP Stone,131,126.17,757,1151,43,9.123,17.6,2.0,8.0,17.0,0.0305,41.08,True,0.3008,2026,True
db31895a,AS Rajpoot,128,126.0,756,1026,46,8.143,16.43,3.0,7.25,14.3,0.0625,45.24,True,0.1953,2021,False
3204c99f,G Coetzee,127,125.33,752,1169,52,9.327,14.46,3.0,9.0,15.0,0.0472,42.42,True,0.3071,2025,True
327b58d3,PVD Chameera,125,124.67,748,1120,36,8.984,20.78,3.0,8.0,16.6,0.032,43.05,True,0.28,2026,True
