year,player_name,nationality,role,capped_status,base_price,base_price_currency,sold_price,sold_price_currency,team_name,source_file,player_name_canonical_id,player_name_canonical_name,player_name_mapping_method
2014,Quinton De Kock,,Wicket Keeper,,,,35000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,372455c4,Q de Kock,surname_initials_matching
2014,Manoj Tiwary,,Batsman,,,,28000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,26e5cabf,MK Tiwary,surname_initials_matching
2014,Jaydev Unadkat,,Bowler,,,,28000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,1e66c162,JD Unadkat,fuzzy_string_matching
2014,Jean-Paul Duminy,,Batsman,,,,22000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Jean-Paul Duminy,unresolved
2014,Ross Taylor,,Batsman,,,,20000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,b9539fb8,S Taylor,fuzzy_string_matching
2014,Kedar Jadhav,,Batsman,,,,20000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,6c18c062,KA Jadhav,fuzzy_string_matching
2014,Rahul Sharma,,Bowler,,,,19000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,714cf6e4,Rahul Sharma,exact_match
2014,Mayank Agarwal,,Batsman,,,,16000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,a457cfb5,Mayank Dagar,fuzzy_string_matching
2014,Laxmi Ratan Shukla,,All-Rounder,,,,15000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,b1451597,LR Shukla,surname_initials_matching
2014,James Neesham,,All-Rounder,,,,10000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,9219eff0,JDS Neesham,fuzzy_string_matching
2014,Wayne Parnell,,Bowler,,,,10000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,3a60e0b5,WD Parnell,fuzzy_string_matching
2014,Shahbaz Nadeem,,Bowler,,,,8500000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,9d80c5e1,S Nadeem,surname_initials_matching
2014,Saurabh Tiwary,,Batsman,,,,7000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,709b0bac,SS Tiwary,surname_initials_matching
2014,Siddarth Kaul,,Bowler,,,,4500000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,dcf81436,S Kaul,surname_initials_matching
2014,Rahul Shukla,,Bowler,,,,4000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Rahul Shukla,unresolved
2014,Jayant Yadav,,All-Rounder,,,,1000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,c6355538,Mayan Yadav,fuzzy_string_matching
2014,HS Sharath,,Bowler,,,,1000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,HS Sharath,unresolved
2014,Milind Kumar,,Batsman,,,,1000000.0,INR,Delhi Daredevils,IPL_Auction_2014_Sold_Player.csv,b4296080,Milind Kumar,exact_match
2014,Mitchell Johnson,,All-Rounder,,,,65000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Mitchell Johnson,unresolved
2014,Glenn Maxwell,,All-Rounder,,,,60000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,b681e71e,GJ Maxwell,surname_initials_matching
2014,George Bailey,,Batsman,,,,32500000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,5056011d,GJ Bailey,surname_initials_matching
2014,Virender Sehwag,,Batsman,,,,32000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,8ba8195d,V Sehwag,surname_initials_matching
2014,Rishi Dhawan,,All-Rounder,,,,30000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Rishi Dhawan,unresolved
2014,Wriddhiman Saha,,Wicket Keeper,,,,22000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,fe11caa6,WP Saha,surname_initials_matching
2014,Shaun Marsh,,Batsman,,,,22000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,508a1ea7,SE Marsh,surname_initials_matching
2014,Cheteshwar Pujara,,Batsman,,,,19000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,d4f9dbd4,CA Pujara,surname_initials_matching
2014,Beuran Hendricks,,Bowler,,,,18000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,b56dc5f7,BE Hendricks,fuzzy_string_matching
2014,Lakshmipathy Balaji,,Bowler,,,,18000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,b2b50355,L Balaji,surname_initials_matching
2014,Thisara Perera,,All-Rounder,,,,16000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,7af95dbb,Ishara Perera,fuzzy_string_matching
2014,Gurkirat Singh Mann,,Batsman,,,,13000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Gurkirat Singh Mann,unresolved
2014,Murali Kartik,,Bowler,,,,10000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,abfeb126,M Kartik,surname_initials_matching
2014,Sandeep Sharma,,Bowler,,,,8500000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,ce820073,Sandeep Sharma,exact_match
2014,Mandeep Hardev Singh,,All-Rounder,,,,8000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Mandeep Hardev Singh,unresolved
2014,Akshar Rajesh Patel,,All-Rounder,,,,7500000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Akshar Rajesh Patel,unresolved
2014,Parvinder Awana,,Bowler,,,,6500000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,1a0c3177,P Awana,surname_initials_matching
2014,Shardul Narendra Thakur,,Bowler,,,,2000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Shardul Narendra Thakur,unresolved
2014,Anureet Singh,,Bowler,,,,2000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,69be866a,Anureet Singh,exact_match
2014,Shivam Sharma,,Bowler,,,,1000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,6f49cc6e,Shivam Sharma,fuzzy_string_matching
2014,Karanveer Singh,,All-Rounder,,,,1000000.0,INR,Kings XI Punjab,IPL_Auction_2014_Sold_Player.csv,1647bd37,Karanveer Singh,exact_match
2014,Jacques Kallis,,All-Rounder,,,,55000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,86dc8f2e,JH Kallis,surname_initials_matching
2014,Robin Uthappa,,Batsman,,,,50000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,1c17e270,RV Uthappa,fuzzy_string_matching
2014,Piyush Chawla,,Bowler,,,,42500000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,98ae73b1,PP Chawla,surname_initials_matching
2014,Yusuf Pathan,,All-Rounder,,,,32500000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,3c6ffae8,YK Pathan,surname_initials_matching
2014,Shakib Al Hasan,,All-Rounder,,,,28000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,7dc35884,Shakib Al Hasan,exact_match
2014,Morne Morkel,,Bowler,,,,28000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Morne Morkel,unresolved
2014,Ranganath Vinay Kumar,,Bowler,,,,28000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Ranganath Vinay Kumar,unresolved
2014,Umesh Yadav,,Bowler,,,,26000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Umesh Yadav,unresolved
2014,Manish Pandey,,Batsman,,,,17000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,93b4fc78,MK Pandey,surname_initials_matching
2014,Chris Lynn,,Batsman,,,,13000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,45eda7c8,CA Lynn,surname_initials_matching
2014,Patrick Cummins,,Bowler,,,,10000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,ded9240e,PJ Cummins,surname_initials_matching
2014,Ryan Ten Doeschate,,All-Rounder,,,,10000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,4ec07775,RN ten Doeschate,fuzzy_string_matching
2014,Suryakumar Yadav,,Batsman,,,,7000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,a5501504,Akshaykumar Yadav,fuzzy_string_matching
2014,Andre Russell,,All-Rounder,,,,6000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,bbd41817,AD Russell,fuzzy_string_matching
2014,Manvinder Bisla,,Wicket Keeper,,,,6000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,5afd4539,MS Bisla,surname_initials_matching
2014,Veer Pratap Singh,,Bowler,,,,4000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,7700398a,R Pratap Singh,fuzzy_string_matching
2014,Kuldeep Singh Yadav,,Bowler,,,,4000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Kuldeep Singh Yadav,unresolved
2014,Debabrata Das,,Wicket Keeper,,,,2000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Debabrata Das,unresolved
2014,Sayan Sekhar Mandal,,All-Rounder,,,,1000000.0,INR,Kolkata Knight Riders,IPL_Auction_2014_Sold_Player.csv,fac3af0f,SN Mandal,surname_initials_matching
2014,Michael Hussey,,Batsman,,,,50000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,48fd7349,MEK Hussey,surname_initials_matching
2014,Corey Anderson,,All-Rounder,,,,45000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,4d277218,C Anderson,fuzzy_string_matching
2014,Pragyan Ojha,,Bowler,,,,32500000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,6c6591ab,PP Ojha,surname_initials_matching
2014,Zaheer Khan,,Bowler,,,,26000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,fb0d3749,Zameer Khan,fuzzy_string_matching
2014,Aditya Tare,,Wicket Keeper,,,,16000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,855a210c,AP Tare,surname_initials_matching
2014,Jasprit Bumrah,,Bowler,,,,12000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,462411b3,JJ Bumrah,surname_initials_matching
2014,Jalaj Saxena,,All-Rounder,,,,9000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,249abedf,Jalaj S Saxena,fuzzy_string_matching
2014,Josh Hazlewood,,Bowler,,,,5000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,03806cf8,JR Hazlewood,fuzzy_string_matching
2014,Marchant De Lange,,Bowler,,,,3000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,d4eef961,M de Lange,surname_initials_matching
2014,Krismar Santokie,,Bowler,,,,3000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,531f0278,K Santokie,surname_initials_matching
2014,Ben Dunk,,Wicket Keeper,,,,2000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,272d796e,BR Dunk,surname_initials_matching
2014,C.M. Gautam,,Wicket Keeper,,,,2000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,30a2649b,CM Gautam,fuzzy_string_matching
2014,Apoorv Vijay Wankhade,,Batsman,,,,1000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,5708d0b6,AV Wankhade,surname_initials_matching
2014,Pawan Suyal,,Bowler,,,,1000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,cedc1d9a,P Suyal,surname_initials_matching
2014,Sushant Marathe,,Wicket Keeper,,,,1000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Sushant Marathe,unresolved
2014,Shreyas Gopal,,Bowler,,,,1000000.0,INR,Mumbai Indians,IPL_Auction_2014_Sold_Player.csv,7a8bd078,S Gopal,surname_initials_matching
2014,Steven Smith,,All-Rounder,,,,40000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Steven Smith,unresolved
2014,Brad Hodge,,Batsman,,,,24000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,b57f8a9a,BJ Hodge,surname_initials_matching
2014,Rajat Bhatia,,All-Rounder,,,,17000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Rajat Bhatia,unresolved
2014,Tim Southee,,Bowler,,,,12000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,13c35c9e,TG Southee,fuzzy_string_matching
2014,Dhawal Kulkarni,,Bowler,,,,11000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,2d140b79,AA Kulkarni,fuzzy_string_matching
2014,Abhishek Nayar,,All-Rounder,,,,10000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,c8ded7bc,Abhishek Tanwar,fuzzy_string_matching
2014,Kane Richardson,,Bowler,,,,10000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,f308f629,A Richardson,fuzzy_string_matching
2014,Ben Cutting,,Bowler,,,,8000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,2e11c706,BCJ Cutting,fuzzy_string_matching
2014,Karun Nair,,Batsman,,,,7500000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,06907633,AR Nair,fuzzy_string_matching
2014,Unmukt Chand,,Batsman,,,,6500000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,0c94f480,UBT Chand,surname_initials_matching
2014,Iqbal Abdullah,,All-Rounder,,,,6500000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,85aae393,Iqbal Abdulla,fuzzy_string_matching
2014,Deepak Hooda,,Bowler,,,,4000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,73ad96ed,DJ Hooda,surname_initials_matching
2014,Dishant Yagnik,,Wicket Keeper,,,,3000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,063b3673,DH Yagnik,fuzzy_string_matching
2014,Kevon Cooper,,All-Rounder,,,,3000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,557153ca,KK Cooper,surname_initials_matching
2014,Vikramjeet Malik,,Bowler,,,,2000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,7d4a4371,Ranjeet Mali,fuzzy_string_matching
2014,Ankit Nagendra Sharma,,Bowler,,,,1000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Ankit Nagendra Sharma,unresolved
2014,Rahul Tewatia,,All-Rounder,,,,1000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,39a2dfa8,R Tewatia,surname_initials_matching
2014,Ankush Bains,,Wicket Keeper,,,,1000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,cb932841,AKS Bains,fuzzy_string_matching
2014,Amit Mishra,,Bowler,,,,1000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,1d8388eb,Amit Mishra,fuzzy_string_matching
2014,Pravin Tambe,,Bowler,,,,1000000.0,INR,Rajasthan Royals,IPL_Auction_2014_Sold_Player.csv,6aed7e79,PV Tambe,fuzzy_string_matching
2014,Yuvraj Singh,,All-Rounder,,,,140000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,1c914163,Yuvraj Singh,fuzzy_string_matching
2014,Mitchell Starc,,Bowler,,,,50000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,3fb19989,MA Starc,surname_initials_matching
2014,Albie Morkel,,All-Rounder,,,,24000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Albie Morkel,unresolved
2014,Varun Aaron,,Bowler,,,,20000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,0a3d54b9,VR Aaron,fuzzy_string_matching
2014,Ashok Dinda,,Bowler,,,,15000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,66b30f71,AB Dinda,surname_initials_matching
2014,Parthiv Patel,,Wicket Keeper,,,,14000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,UNRESOLVED,Parthiv Patel,unresolved
2014,Muttiah Muralitharan,,Bowler,,,,10000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,4ba44e19,M Muralitharan,fuzzy_string_matching
2014,Ravi Rampaul,,Bowler,,,,9000000.0,INR,Royal Challengers Bengaluru,IPL_Auction_2014_Sold_Player.csv,d68e7f48,R Rampaul,fuzzy_string_matching
